,ITEM_ID,COR,SESSION_ID,ITEM_PRICE,INTERESTED
126297,255995290,1,687.110639675,27.99,0.0
127111,255994238,2,21.739073233600006,27.99,0.0
127640,255995290,1,722.141906747,27.99,0.0
128319,255995290,1,233.71983796900003,25.9675,0.0
128744,255995290,1,223.090193032,27.99,0.0
130085,255994238,2,864.152094698,27.99,0.0
130456,255994238,2,109.158526646,27.99,0.0
130967,255995290,1,570.529554847,27.99,0.0
131711,255995290,1,163.815397092,27.99,0.0
131770,255995290,1,362.523124722,27.99,0.0
133433,255995290,1,708.766738601,27.99,1.0
134625,255994238,2,462.452795824,27.99,0.0
136525,255994238,2,350.7594204940001,25.99,0.0
137504,255995290,1,671.977151478,27.99,0.0
138842,255995290,1,23.6785527934,27.99,0.0
139000,255995290,1,313.991619158,27.99,0.0
139973,255994238,2,101.478353058,27.99,0.0
140123,255994238,2,696.3712466589999,27.99,1.0
140362,255995290,1,94.3145794902,27.99,0.0
142240,255994238,2,593.596079483,27.99,0.0
143123,255995290,1,88.78918328569998,27.99,0.0
143219,255994238,2,343.297252522,27.99,0.0
144780,255995290,1,910.623759195,27.99,0.0
145426,255995290,1,931.754061403,25.842857142899998,0.0
145931,255995290,1,484.883353935,25.9675,0.0
146123,255995290,1,708.635674782,27.99,0.0
146203,255994238,2,722.4558403039999,27.99,0.0
146893,255995290,1,512.690587157,27.99,0.0
147268,255995290,1,841.7932205430002,27.99,0.0
147294,255994238,2,910.5562071769999,26.91642857145,0.0
148836,255995290,1,61.509547750699994,25.842857142899998,0.0
148925,255995290,1,431.01997609,27.99,0.0
150331,255995290,1,912.9617773089999,27.99,0.0
150806,255995290,1,401.34375356099997,27.99,0.0
151140,255995290,1,100.698986474,27.99,0.0
151385,255995290,1,750.905206581,27.99,0.0
151616,255995290,1,196.50655886799998,27.99,0.0
153805,255995290,1,223.22941420200002,27.99,0.0
155530,255994238,2,264.2343815,27.99,0.0
157438,255995290,1,55.6873779502,27.99,0.0
157803,255994238,2,254.009800795,27.99,0.0
158574,255995290,1,341.20148539900003,27.99,0.0
159974,255995290,1,664.601716671,27.99,0.0
160959,255995290,1,137.540303339,27.99,0.0
162028,255994238,2,588.462548824,27.99,0.0
163368,255994238,2,844.8700817819998,27.99,0.0
163409,255995290,1,680.452659135,27.99,0.0
164774,255995290,1,203.757780385,27.99,0.0
165191,255995290,1,917.85928533,27.99,0.0
165343,255994238,2,893.570781207,27.99,0.0
167749,255994238,2,379.97803596,27.99,0.0
169203,255995290,1,26.9863976908,27.99,0.0
169573,255995290,1,428.267004425,27.99,0.0
171704,255995290,1,524.7781297619999,27.99,0.0
172424,255995290,1,100.45688592,27.99,0.0
172612,255994238,2,682.53745213,27.99,0.0
172861,255994238,2,777.003941593,27.99,0.0
173890,255995290,1,810.7226819,27.99,0.0
173900,255994238,2,120.320081284,27.99,0.0
174307,255995290,1,879.00528237,27.99,0.0
175111,255995290,1,723.730392613,27.99,0.0
175810,255995290,1,613.355212528,27.99,0.0
176030,255995290,1,260.837445652,27.99,0.0
176462,255995290,1,790.056958665,27.99,0.0
176927,255995290,1,959.708085538,27.99,0.0
178434,255995290,1,239.67685632299998,27.99,0.0
179535,255994238,2,959.708085538,27.99,1.0
