,ITEM_ID,COR,SESSION_ID,ITEM_PRICE,INTERESTED
162,258462672,PRATA,394.23633427699997,93.848,0.0
756,258462672,PRATA,118.579601579,95.00399999999999,0.0
859,258462672,PRATA,4.914833005669999,96.16,1.0
932,258462672,PRATA,802.294928095,73.37,0.0
1275,258462672,PRATA,961.107226623,73.37,0.0
1350,258462672,PRATA,670.202493326,64.99,0.0
2059,258462672,PRATA,710.300168893,64.99,0.0
2217,258462672,PRATA,622.7771559385001,64.99,0.0
2238,258461216,TURQUESA,535.254142984,66.0733333333,0.0
2729,258462672,PRATA,921.46345328,76.0583636364,0.0
2945,258462672,PRATA,227.52145108099998,72.43,0.0
3254,258462672,PRATA,524.69131866,71.49,1.0
3414,258462672,PRATA,241.604363302,68.24,0.0
3708,258461216,TURQUESA,662.053593764,68.24,0.0
3820,258462672,PRATA,622.9496185309999,70.3471568627,0.0
3965,258461216,TURQUESA,408.26764900300003,65.9185714286,0.0
3981,258462672,PRATA,77.5236816124,68.24,0.0
4135,258462672,PRATA,619.33498635,64.99,0.0
4368,258462672,PRATA,452.62815991699995,78.838125,0.0
4499,258462672,PRATA,620.087816784,72.60625,0.0
4557,258462672,PRATA,675.588556341,73.37,0.0
4741,258462672,PRATA,2.91792597657,73.37,1.0
5325,258462672,PRATA,110.835567954,72.5724242424,0.0
5950,258461216,TURQUESA,266.033724091,65.9185714286,0.0
6648,258461216,TURQUESA,855.1890716380001,75.2080357143,0.0
6708,258462672,PRATA,178.284038988,84.4975,0.0
6973,258462672,PRATA,11.6868270033,71.49,0.0
7100,258462672,PRATA,806.2465912460001,74.92509090909999,0.0
7394,258462672,PRATA,251.116603261,75.9,1.0
7517,258461216,TURQUESA,845.014520017,65.9185714286,0.0
8302,258462672,PRATA,404.29585035400004,71.49,0.0
9425,258461216,TURQUESA,707.129200679,75.9,0.0
9634,258461216,TURQUESA,884.608697399,65.9185714286,0.0
10232,258462672,PRATA,214.49383266700002,69.33095238095001,0.0
10508,258461216,TURQUESA,756.2180674289999,72.7433333333,0.0
10538,258462672,PRATA,933.5012210289999,64.99,0.0
10966,258462672,PRATA,886.8883681460001,70.3471568627,0.0
